,File,Date,Description,Original value,Currency,Budget 0,Manual bgt
0,Lag USA20 - Losses,2019-05-01,FX adjustment,-315.83,USD,FX adjustment,
1,Lag USA20 - Losses,2019-05-01,FX adjustment,-35.28,USD,FX adjustment,
2,Lag USA20 - Losses,2019-05-01,Restaurant,-6.44,USD,Restaurant,
3,Lag USA20 - Losses,2019-05-01,Supermarket,-35.29,USD,Supermarket,
4,Lag USA20 - Losses,2019-05-01,Deposit US,-1700.0,USD,,
5,Lag USA20 - Losses,2019-05-01,Other Mid,-82.14,USD,Other mid,
6,Lag USA20 - Losses,2019-05-01,EK clothes,-20.0,USD,EK clothes,
7,Lag USA20 - Losses,2019-05-01,MN clothes,-20.0,USD,MN clothes,
8,Lag USA20 - Losses,2019-05-01,EK kung fu,-75.0,USD,EK kung fu,
9,Lag USA20 - Losses,2019-05-01,MN kung fu,-75.0,USD,MN kung fu,
10,Lag USA20 - Losses,2019-05-01,BR furniture,1674.01179487179,USD,,
11,Lag USA20 - Losses,2019-05-01,Bar,-29.85,USD,Bar,
12,Lag USA20 - Losses,2019-05-01,Restaurant,-318.8300000000001,USD,Restaurant,
13,Lag USA20 - Losses,2019-05-01,NE trips,-298.09,USD,Other NE trips,
14,Lag USA20 - Losses,2019-05-01,Supermarket,-113.53999999999999,USD,Supermarket,
15,Lag USA20 - Losses,2019-05-01,Other leisure,-30.92,USD,Other leisure,
16,Lag USA20 - Losses,2019-05-01,EK loan termination,-100.0,USD,EK Loan termination,
17,Lag USA20 - Losses,2019-05-01,Rent,-2088.75,USD,Rent,
18,Lag USA20 - Losses,2019-05-01,Booze,-12.36,USD,Booze,
19,Lag USA20 - Losses,2019-05-01,Medicine,-8.8,USD,Medicine,
20,Lag USA20 - Losses,2019-05-01,Other Mid,-66.75999999999999,USD,Other mid,
21,Lag USA20 - Losses,2019-05-01,Other EK free,-30.0,USD,Other EK free,
22,Lag USA20 - Losses,2019-05-01,Metro,-220.0,USD,Metro fee,
23,Lag USA20 - Losses,2019-05-01,Cellphone,-82.5,USD,Cellphone bill,
24,Lag USA20 - Losses,2019-05-01,EK kung fu,-171.9,BRL,EK kung fu,
25,Lag USA20 - Losses,2019-05-01,MN kung fu,-171.9,BRL,MN kung fu,
26,Lag USA20 - Losses,2019-05-01,Ajuste Vale,129.0,BRL,Diageo benefits,
27,Lag USA20 - Losses,2019-05-01,Ap BR painting,-1100.0,BRL,,
28,Lag USA20 - Losses,2019-05-01,BR Furniture freight,-2480.0,BRL,,
29,Lag USA20 - Losses,2019-05-01,Heating,-9.92,BRL,Heating,
30,Lag USA20 - Losses,2019-05-01,Internet,-325.55999999999995,BRL,Internet,
31,Lag USA20 - Losses,2019-05-01,Other Mid,-9.9,BRL,Other mid,
32,Lag USA20 - Losses,2019-05-01,Rent,-2855.12,BRL,Rent,
33,Lag USA20 - Losses,2019-05-01,Venda cota,200.0,BRL,Diageo benefits,
34,Lag USA20 - Losses,2019-05-01,Bar,-308.0,BRL,Bar,
35,Lag USA20 - Losses,2019-05-01,Medicine,-139.8,BRL,Medicine,
36,Lag USA20 - Losses,2019-05-01,Other Mid,230.89,BRL,Other mid,
37,Lag USA20 - Losses,2019-05-01,Restaurant,-361.47999999999996,BRL,Restaurant,
38,Lag USA20 - Losses,2019-05-01,Supermarket,-94.41,BRL,Supermarket,
39,Lag USA20 - Losses,2019-05-01,BR trips,-822.95,BRL,Other GO trips,
40,Lag USA20 - Losses,2019-05-01,FSP,-29.9,BRL,Folha de SP,
41,Lag USA20 - Losses,2019-05-01,HBO,-34.9,BRL,,
42,Lag USA20 - Losses,2019-05-01,Netflix,-32.9,BRL,Netflix,
43,Lag USA20 - Losses,2019-05-01,Other Mid,275.39,BRL,Other mid,
44,Lag USA20 - Losses,2019-05-01,PFC,-79.9,BRL,PFC,
45,Lag USA20 - Losses,2019-05-01,Restaurant,-9.52,BRL,Restaurant,
46,Lag USA20 - Losses,2019-05-01,Spotify,-26.9,BRL,Spotify,
47,Lag USA20 - Losses,2019-05-01,Uber,-604.9600000000002,BRL,Uber,
48,Lag USA20 - Losses,2019-05-01,Credit card,-9329.009999999998,BRL,Credit card,
49,Lag USA20 - Losses,2019-05-01,Other mid,-205.0,BRL,Other mid,
50,Lag USA20 - Losses,2019-05-01,Restaurant,-31.21,BRL,Restaurant,
51,Lag USA20 - Losses,2019-05-01,Restaurant,-700.0,BRL,Restaurant,
52,Lag USA20 - Losses,2019-05-01,FX adjustment,12.25,USD,FX adjustment,
53,Lag USA20 - Losses,2019-05-01,Adjustment,-306.11,USD,Adjustment,
54,Lag USA20 - Losses,2019-06-01,FX adjustment,113.856452521148,USD,FX adjustment,
55,Lag USA20 - Losses,2019-06-01,FX adjustment,29.4616485366494,USD,FX adjustment,
56,Lag USA20 - Losses,2019-06-01,Medicine,-22.72,USD,Medicine,
57,Lag USA20 - Losses,2019-06-01,Restaurant,-50.51,USD,Restaurant,
58,Lag USA20 - Losses,2019-06-01,US Furniture ,-367.46,USD,US Furniture ,
59,Lag USA20 - Losses,2019-06-01,Supermarket,-116.76,USD,Supermarket,
60,Lag USA20 - Losses,2019-06-01,Gifts,-61.56,USD,Other gifts,
61,Lag USA20 - Losses,2019-06-01,BS reimbursement,31.61,USD,Concur,
62,Lag USA20 - Losses,2019-06-01,Netflix,-49.03,USD,Netflix,
63,Lag USA20 - Losses,2019-06-01,Metro,-105.0,USD,Metro fee,
64,Lag USA20 - Losses,2019-06-01,BR trips,-1270.42,USD,Other GO trips,
65,Lag USA20 - Losses,2019-06-01,Bar,-112.79,USD,Bar,
66,Lag USA20 - Losses,2019-06-01,US Furniture ,-2192.0,USD,US Furniture ,
67,Lag USA20 - Losses,2019-06-01,Cellphone,-85.36,USD,Cellphone bill,
68,Lag USA20 - Losses,2019-06-01,Rent,-1711.58,USD,Rent,
69,Lag USA20 - Losses,2019-06-01,Other MN free,-25.34,USD,Other MN free,
70,Lag USA20 - Losses,2019-06-01,Other Mid,-106.99,USD,Other mid,
71,Lag USA20 - Losses,2019-06-01,Supermarket,-120.32,USD,Supermarket,
72,Lag USA20 - Losses,2019-06-01,BS reimbursement,-110.43,USD,Concur,
73,Lag USA20 - Losses,2019-06-01,EK Loan termination,-100.0,USD,EK Loan termination,
74,Lag USA20 - Losses,2019-06-01,Netflix,-13.49,USD,Netflix,
75,Lag USA20 - Losses,2019-06-01,Restaurant,-194.35,USD,Restaurant,
76,Lag USA20 - Losses,2019-06-01,Medicine,-76.04,USD,Medicine,
77,Lag USA20 - Losses,2019-06-01,EK kung fu,-70.0,USD,EK kung fu,
78,Lag USA20 - Losses,2019-06-01,MN kung fu,-70.0,USD,MN kung fu,
79,Lag USA20 - Losses,2019-06-01,Metro,-115.0,USD,Metro fee,
80,Lag USA20 - Losses,2019-06-01,Bar,-74.9,USD,Bar,
81,Lag USA20 - Losses,2019-06-01,US Furniture ,-104.5,USD,US Furniture ,
82,Lag USA20 - Losses,2019-06-01,Other leisure,-15.69,USD,Other leisure,
83,Lag USA20 - Losses,2019-06-01,US Furniture ,-1639.0,USD,US Furniture ,
84,Lag USA20 - Losses,2019-06-01,US Furniture ,-557.61,USD,US Furniture ,
85,Lag USA20 - Losses,2019-06-01,Cellphone,-179.97,BRL,Cellphone bill,
86,Lag USA20 - Losses,2019-06-01,Investment,-5540.0,BRL,Intra-transter,
87,Lag USA20 - Losses,2019-06-01,Credit card,-1583.32,BRL,Credit card,
88,Lag USA20 - Losses,2019-06-01,BR deposit,5541.0,BRL,,
89,Lag USA20 - Losses,2019-06-01,Credit card,-84.7,BRL,Credit card,
90,Lag USA20 - Losses,2019-06-01,FSP,-29.9,BRL,Folha de SP,
91,Lag USA20 - Losses,2019-06-01,HBO,-34.9,BRL,,
92,Lag USA20 - Losses,2019-06-01,PFC,-19.9,BRL,PFC,
93,Lag USA20 - Losses,2019-06-01,401k ,-140.22293048758647,USD,Other pre-tax deductions,
94,Lag USA20 - Losses,2019-06-01,Health care,-106.94145380379831,USD,Health care fee,
95,Lag USA20 - Losses,2019-06-01,Dental and Vision,-13.80516949103578,USD,Dental fee,
96,Lag USA20 - Losses,2019-06-01,Adjustment,1000.0,USD,Adjustment,
97,Lag USA20 - Losses,2019-06-01,Adjustment,604.36,USD,Adjustment,
98,Lag USA20 - Losses,2019-07-01,FX adjustment,38.78,USD,FX adjustment,
99,Lag USA20 - Losses,2019-07-01,FX adjustment,1.85,USD,FX adjustment,
100,Lag USA20 - Losses,2019-07-01,EK kung fu,-27.61,USD,EK kung fu,
101,Lag USA20 - Losses,2019-07-01,MN kung fu,-27.61,USD,MN kung fu,
102,Lag USA20 - Losses,2019-07-01,BS reimbursement,146.09,USD,Concur,
103,Lag USA20 - Losses,2019-07-01,Supermarket,-528.24,USD,Supermarket,
104,Lag USA20 - Losses,2019-07-01,Restaurant,-215.54999999999998,USD,Restaurant,
105,Lag USA20 - Losses,2019-07-01,Medicine,-105.17,USD,Medicine,
106,Lag USA20 - Losses,2019-07-01,Netflix,-100.38999999999999,USD,Netflix,
107,Lag USA20 - Losses,2019-07-01,US Furniture ,-163.16,USD,US Furniture ,
108,Lag USA20 - Losses,2019-07-01,Bar,-225.0,USD,Bar,
109,Lag USA20 - Losses,2019-07-01,Booze,-2.58,USD,Booze,
110,Lag USA20 - Losses,2019-07-01,Other EK free,-25.0,USD,Other EK free,
111,Lag USA20 - Losses,2019-07-01,Metro,-105.0,USD,Metro fee,
112,Lag USA20 - Losses,2019-07-01,Cellphone,-85.36,USD,Cellphone bill,
113,Lag USA20 - Losses,2019-07-01,Other leisure,-70.0,USD,Other leisure,
114,Lag USA20 - Losses,2019-07-01,EK clothes,-65.37,USD,EK clothes,
115,Lag USA20 - Losses,2019-07-01,Rent,-1866.58,USD,Rent,
116,Lag USA20 - Losses,2019-07-01,Credit card,-1000.0,USD,Credit card,
117,Lag USA20 - Losses,2019-07-01,Internet,-50.0,USD,Internet,
118,Lag USA20 - Losses,2019-07-01,EK kung fu,-77.5,USD,EK kung fu,
119,Lag USA20 - Losses,2019-07-01,MN kung fu,-77.5,USD,MN kung fu,
120,Lag USA20 - Losses,2019-07-01,US Furniture ,-256.09,USD,US Furniture ,
121,Lag USA20 - Losses,2019-07-01,EK Loan termination,-100.0,USD,EK Loan termination,
122,Lag USA20 - Losses,2019-07-01,Restaurant,-33.02,USD,Restaurant,
123,Lag USA20 - Losses,2019-07-01,Metro,-105.0,USD,Metro fee,
124,Lag USA20 - Losses,2019-07-01,Other EK free,9.31,USD,Other EK free,
125,Lag USA20 - Losses,2019-07-01,MN studies,-600.0,BRL,MN studies,
126,Lag USA20 - Losses,2019-07-01,Credit card,-84.7,BRL,Credit card,
127,Lag USA20 - Losses,2019-07-01,BR trips,-162.85,BRL,Other GO trips,
128,Lag USA20 - Losses,2019-07-01,401k ,-140.22293048758647,USD,Other pre-tax deductions,
129,Lag USA20 - Losses,2019-07-01,Health care,-106.94145380379831,USD,Health care fee,
130,Lag USA20 - Losses,2019-07-01,Dental and Vision,-13.80516949103578,USD,Dental fee,
131,Lag USA20 - Losses,2019-07-01,Metro,-85.0,USD,Metro fee,
132,Lag USA20 - Losses,2019-07-01,Adjustment,-146.97,USD,Adjustment,
133,Lag USA20 - Losses,2019-07-01,July celebrations,-200.0,USD,Celebrations,
134,Lag USA20 - Losses,2019-07-01,Restaurant,200.0,USD,Restaurant,
135,Lag USA20 - Losses,2019-08-01,FX adjustment,-250.358558693838,USD,FX adjustment,
136,Lag USA20 - Losses,2019-08-01,FX adjustment,-17.1188588219117,USD,FX adjustment,
137,Lag USA20 - Losses,2019-08-01,FX adjustment,-146.130781154319,USD,FX adjustment,
138,Lag USA20 - Losses,2019-08-01,US Furniture ,-417.07,USD,US Furniture ,
139,Lag USA20 - Losses,2019-08-01,Other MN free,-180.94072686399403,USD,Other MN free,
140,Lag USA20 - Losses,2019-08-01,US Furniture ,-113.53000000000003,USD,US Furniture ,
141,Lag USA20 - Losses,2019-08-01,EK studies,-79.41,USD,EK Concordia,
142,Lag USA20 - Losses,2019-08-01,Restaurant,-123.69,USD,Restaurant,
143,Lag USA20 - Losses,2019-08-01,Metro,-110.0,USD,Metro fee,
144,Lag USA20 - Losses,2019-08-01,PC,-915.06,USD,,
145,Lag USA20 - Losses,2019-08-01,US Furniture ,-796.79,USD,US Furniture ,
146,Lag USA20 - Losses,2019-08-01,Other mid,-152.41,USD,Other mid,
147,Lag USA20 - Losses,2019-08-01,Supermarket,-346.8,USD,Supermarket,
148,Lag USA20 - Losses,2019-08-01,Concur,132.0,USD,Concur,
149,Lag USA20 - Losses,2019-08-01,Netflix,-58.07,USD,Netflix,
150,Lag USA20 - Losses,2019-08-01,Electricity,-24.94,USD,Electricity,
151,Lag USA20 - Losses,2019-08-01,Booze,-23.7,USD,Booze,
152,Lag USA20 - Losses,2019-08-01,Other leisure,-125.35,USD,Other leisure,
153,Lag USA20 - Losses,2019-08-01,Other MN free,-55.69,USD,Other MN free,
154,Lag USA20 - Losses,2019-08-01,Cellphone,-85.36,USD,Cellphone bill,
155,Lag USA20 - Losses,2019-08-01,Medicine,-24.3,USD,Medicine,
156,Lag USA20 - Losses,2019-08-01,Turism,-201.58000000000004,USD,Other tourism,
157,Lag USA20 - Losses,2019-08-01,Rent,-1710.58,USD,Rent,
158,Lag USA20 - Losses,2019-08-01,Other EK free,-24.96,USD,Other EK free,
159,Lag USA20 - Losses,2019-08-01,Uber,-11.12,USD,Uber,
160,Lag USA20 - Losses,2019-08-01,401k ,-419.2112661994372,USD,Other pre-tax deductions,
161,Lag USA20 - Losses,2019-08-01,Health care,-159.85638761938327,USD,Health care fee,
162,Lag USA20 - Losses,2019-08-01,Dental and Vision,-20.63600640177493,USD,Dental fee,
163,Lag USA20 - Losses,2019-08-01,Metro,-84.77232676785476,USD,Metro fee,
164,Lag USA20 - Losses,2019-08-01,Turism,-94.24,USD,Other tourism,
165,Lag USA20 - Losses,2019-08-01,Other EK free,-77.475,USD,Other EK free,
166,Lag USA20 - Losses,2019-08-01,Other MN free,-77.475,USD,Other MN free,
167,Lag USA20 - Losses,2019-08-01,Netflix,-13.9,USD,Netflix,
168,Lag USA20 - Losses,2019-08-01,Medicine,-7.99,USD,Medicine,
169,Lag USA20 - Losses,2019-08-01,Restaurant,-24.55,USD,Restaurant,
170,Lag USA20 - Losses,2019-08-01,EK Loan termination,-100.0,USD,EK Loan termination,
171,Lag USA20 - Losses,2019-08-01,Investment,-6342.0,BRL,Intra-transter,
172,Lag USA20 - Losses,2019-08-01,Credit card,-182.75,BRL,Credit card,
173,Lag USA20 - Losses,2019-08-01,PFC,-19.9,BRL,PFC,
174,Lag USA20 - Losses,2019-08-01,PFC,-59.9,BRL,PFC,
175,Lag USA20 - Losses,2019-08-01,Adjustment,79.8,BRL,Adjustment,
176,Lag USA20 - Losses,2019-07-01,Other Mid,-18.73,USD,Other mid,
177,Lag USA20 - Losses,2019-07-01,NE trips,-287.6,USD,Other NE trips,
178,Lag USA20 - Losses,2019-07-01,Other EK free,-150.0,USD,Other EK free,
179,Lag USA20 - Losses,2019-08-01,Turism,-247.19,USD,Other tourism,
180,Lag USA20 - Losses,2019-07-01,Other Mid,456.33,USD,Other mid,
181,Lag USA20 - Losses,2019-08-01,Other Mid,247.19,USD,Other mid,
182,Lag USA20 - Losses,2019-08-01,Adjustment,-348.93,USD,Adjustment,
183,Lag USA20 - Losses,2019-09-01,EK clothes,-47.0,USD,EK clothes,
184,Lag USA20 - Losses,2019-09-01,Supermarket,-69.55,USD,Supermarket,
185,Lag USA20 - Losses,2019-09-01,Medicine,-72.21000000000001,USD,Medicine,
186,Lag USA20 - Losses,2019-09-01,Supermarket,-285.0,USD,Supermarket,
187,Lag USA20 - Losses,2019-09-01,BR trips,-20.259999999999998,USD,Other GO trips,
188,Lag USA20 - Losses,2019-09-01,Restaurant,-158.05999999999997,USD,Restaurant,
189,Lag USA20 - Losses,2019-09-01,PFC,-38.14,USD,PFC,
190,Lag USA20 - Losses,2019-09-01,Netflix,-63.78,USD,Netflix,
191,Lag USA20 - Losses,2019-09-01,EK Loan termination,-100.0,USD,EK Loan termination,
192,Lag USA20 - Losses,2019-09-01,EK kung fu,-61.8,USD,EK kung fu,
193,Lag USA20 - Losses,2019-09-01,EK studies,-1600.0,USD,EK Concordia,
194,Lag USA20 - Losses,2019-09-01,Cellphone,-135.73000000000002,USD,Cellphone bill,
195,Lag USA20 - Losses,2019-09-01,Concur,19.98,USD,Concur,
196,Lag USA20 - Losses,2019-09-01,Other mid,-73.05,USD,Other mid,
197,Lag USA20 - Losses,2019-09-01,Rent,-1710.58,USD,Rent,
198,Lag USA20 - Losses,2019-09-01,EK clothes,-46.01,USD,EK clothes,
199,Lag USA20 - Losses,2019-09-01,Other EK free,-17.67,USD,Other EK free,
200,Lag USA20 - Losses,2019-09-01,Credit card,-703.52,USD,Credit card,
201,Lag USA20 - Losses,2019-09-01,Other Mid,-29.76,USD,Other mid,
202,Lag USA20 - Losses,2019-09-01,Bar,-184.48000000000002,USD,Bar,
203,Lag USA20 - Losses,2019-09-01,Electricity,-25.78,USD,Electricity,
204,Lag USA20 - Losses,2019-09-01,BR trips,-54.5,BRL,Other GO trips,
205,Lag USA20 - Losses,2019-09-01,Restaurant,-134.68,BRL,Restaurant,
206,Lag USA20 - Losses,2019-09-01,Bar,-79.4,BRL,Bar,
207,Lag USA20 - Losses,2019-09-01,Other Mid,-316.67,BRL,Other mid,
208,Lag USA20 - Losses,2019-09-01,Supermarket,-7.0,BRL,Supermarket,
209,Lag USA20 - Losses,2019-09-01,BR trips,-37.17,USD,Other GO trips,
210,Lag USA20 - Losses,2019-09-01,Restaurant,-71.52666666666667,USD,Restaurant,
211,Lag USA20 - Losses,2019-09-01,Supermarket,-1.2,USD,Supermarket,
212,Lag USA20 - Losses,2019-09-01,Other leisure,-43.333333333333336,USD,Other leisure,
213,Lag USA20 - Losses,2019-09-01,Other EK free,-22.0,USD,Other EK free,
214,Lag USA20 - Losses,2019-09-01,MN clothes,-146.84,USD,MN clothes,
215,Lag USA20 - Losses,2019-09-01,EK clothes,-106.87,USD,EK clothes,
216,Lag USA20 - Losses,2019-09-01,Gifts,-50.75,USD,Other gifts,
217,Lag USA20 - Losses,2019-09-01,Investment,-2000.0,BRL,Intra-transter,
218,Lag USA20 - Losses,2019-09-01,MN clothes,-200.0,BRL,MN clothes,
219,Lag USA20 - Losses,2019-09-01,Gifts,-300.0,BRL,Other gifts,
220,Lag USA20 - Losses,2019-09-01,Gifts,-100.75,BRL,Other gifts,
221,Lag USA20 - Losses,2019-09-01,Other EK free,-100.75,BRL,Other EK free,
222,Lag USA20 - Losses,2019-09-01,Other leisure,-48.42,BRL,Other leisure,
223,Lag USA20 - Losses,2019-09-01,Other leisure,-82.3,BRL,Other leisure,
224,Lag USA20 - Losses,2019-09-01,Other leisure,-15.0,BRL,Other leisure,
225,Lag USA20 - Losses,2019-09-01,Other leisure,-146.0,BRL,Other leisure,
226,Lag USA20 - Losses,2019-09-01,BR trips,-39.88,BRL,Other GO trips,
227,Lag USA20 - Losses,2019-09-01,Restaurant,-15.0,BRL,Restaurant,
228,Lag USA20 - Losses,2019-09-01,Restaurant,-29.5,BRL,Restaurant,
229,Lag USA20 - Losses,2019-09-01,Supermarket,-15.98,BRL,Supermarket,
230,Lag USA20 - Losses,2019-09-01,Supermarket,-19.17,BRL,Supermarket,
231,Lag USA20 - Losses,2019-09-01,Supermarket,-6.65,BRL,Supermarket,
232,Lag USA20 - Losses,2019-09-01,Supermarket,-54.0,BRL,Supermarket,
233,Lag USA20 - Losses,2019-09-01,Bar,-37.0,BRL,Bar,
234,Lag USA20 - Losses,2019-09-01,Bar,-6.0,BRL,Bar,
235,Lag USA20 - Losses,2019-09-01,Medicine,-220.0,BRL,Medicine,
236,Lag USA20 - Losses,2019-09-01,Supermarket,-20.27,BRL,Supermarket,
237,Lag USA20 - Losses,2019-09-01,Other Mid,-204.6,USD,Other mid,
238,Lag USA20 - Losses,2019-09-01,Turism,-301.74,USD,Other tourism,
239,Lag USA20 - Losses,2019-09-01,EK clothes,-242.28,USD,EK clothes,
240,Lag USA20 - Losses,2019-09-01,Supermarket,-64.17,USD,Supermarket,
241,Lag USA20 - Losses,2019-09-01,Credit card,306.46,USD,Credit card,
242,Lag USA20 - Losses,2019-09-01,EK kung fu,-77.0,USD,EK kung fu,
243,Lag USA20 - Losses,2019-09-01,MN kung fu,-77.0,USD,MN kung fu,
244,Lag USA20 - Losses,2019-09-01,EK kung fu,-231.0,USD,EK kung fu,
245,Lag USA20 - Losses,2019-09-01,MN kung fu,-231.0,USD,MN kung fu,
246,Lag USA20 - Losses,2019-09-01,Other Mid,462.0,USD,Other mid,
247,Lag USA20 - Losses,2019-09-01,FSP,-1.9,BRL,Folha de SP,
248,Lag USA20 - Losses,2019-09-01,BR trips,-10.5,BRL,Other GO trips,
249,Lag USA20 - Losses,2019-09-01,BR trips,-18.61,BRL,Other GO trips,
250,Lag USA20 - Losses,2019-09-01,PFC,-59.9,BRL,PFC,
251,Lag USA20 - Losses,2019-09-01,Investment,-440.0,BRL,Intra-transter,
252,Lag USA20 - Losses,2019-09-01,Investment,-6239.0,BRL,Intra-transter,
253,Lag USA20 - Losses,2019-09-01,Adjustment,295.54,USD,Adjustment,
254,Lag USA20 - Losses,2019-09-01,401k ,-140.22293048758647,USD,Other pre-tax deductions,
255,Lag USA20 - Losses,2019-09-01,Health care,-106.94145380379831,USD,Health care fee,
256,Lag USA20 - Losses,2019-09-01,Dental and Vision,-13.80516949103578,USD,Dental fee,
257,Lag USA20 - Losses,2019-09-01,Metro,-85.0,USD,Metro fee,
258,Lag USA20 - Losses,2019-09-01,Concur,-48.11,USD,Concur,
259,Lag USA20 - Losses,2019-10-01,FX adjustment,16.5403603116943,USD,FX adjustment,
260,Lag USA20 - Losses,2019-10-01,FX adjustment,18.3846333318347,USD,FX adjustment,
261,Lag USA20 - Losses,2019-10-01,Concur,80.09,USD,Concur,
262,Lag USA20 - Losses,2019-10-01,PFC,-38.14,USD,PFC,
263,Lag USA20 - Losses,2019-10-01,Medicine,-41.449999999999996,USD,Medicine,
264,Lag USA20 - Losses,2019-10-01,Internet,-50.0,USD,Internet,
265,Lag USA20 - Losses,2019-10-01,Electricity,-54.41,USD,Electricity,
266,Lag USA20 - Losses,2019-10-01,Gifts,-54.65,USD,Other gifts,
267,Lag USA20 - Losses,2019-10-01,Cellphone,-85.92,USD,Cellphone bill,
268,Lag USA20 - Losses,2019-10-01,Netflix,-88.34,USD,Netflix,
269,Lag USA20 - Losses,2019-10-01,EK Loan termination,-100.0,USD,EK Loan termination,
270,Lag USA20 - Losses,2019-10-01,Metro,-105.0,USD,Metro fee,
271,Lag USA20 - Losses,2019-10-01,Booze,-188.54000000000002,USD,Booze,
272,Lag USA20 - Losses,2019-10-01,Restaurant,-277.09,USD,Restaurant,
273,Lag USA20 - Losses,2019-10-01,Other Mid,-380.08000000000004,USD,Other mid,
274,Lag USA20 - Losses,2019-10-01,Supermarket,-405.81000000000006,USD,Supermarket,
275,Lag USA20 - Losses,2019-10-01,Rent,-1710.58,USD,Rent,
276,Lag USA20 - Losses,2019-10-01,EK studies,-1880.23,USD,EK Concordia,
277,Lag USA20 - Losses,2019-10-01,NE trips,-479.92,USD,Other NE trips,
278,Lag USA20 - Losses,2019-10-01,PP payment,400.0,BRL,,
279,Lag USA20 - Losses,2019-10-01,Mamae payment,536.0,BRL,EK private classes,
280,Lag USA20 - Losses,2019-10-01,FSP,-19.9,BRL,Folha de SP,
281,Lag USA20 - Losses,2019-10-01,PFC,-59.9,BRL,PFC,
282,Lag USA20 - Losses,2019-10-01,Other MN free,-13.86,USD,Other MN free,
283,Lag USA20 - Losses,2019-10-01,EK clothes,-12.99,USD,EK clothes,
284,Lag USA20 - Losses,2019-10-01,MN clothes,-31.9,USD,MN clothes,
285,Lag USA20 - Losses,2019-10-01,Other Mid,-53.84,USD,Other mid,
286,Lag USA20 - Losses,2019-10-01,Other EK free,-36.379999999999995,USD,Other EK free,
287,Lag USA20 - Losses,2019-10-01,Other Mid,-59.949999999999996,USD,Other mid,
288,Lag USA20 - Losses,2019-10-01,401k ,-278.61282920318706,USD,Other pre-tax deductions,
289,Lag USA20 - Losses,2019-10-01,Health care,-106.24247011445772,USD,Health care fee,
290,Lag USA20 - Losses,2019-10-01,Dental and Vision,-13.714937051139087,USD,Dental fee,
291,Lag USA20 - Losses,2019-10-01,Metro,-84.5110557728641,USD,Metro fee,
292,Lag USA20 - Losses,2019-10-01,Other Mid,493.61,USD,Other mid,
293,Lag USA20 - Losses,2019-11-01,FX adjustment,-54.3577647771018,USD,FX adjustment,
294,Lag USA20 - Losses,2019-11-01,FX adjustment,-36.6644546866519,USD,FX adjustment,
295,Lag USA20 - Losses,2019-11-01,EK kung fu,-23.0,USD,EK kung fu,
296,Lag USA20 - Losses,2019-11-01,MN kung fu,-60.0,USD,MN kung fu,
297,Lag USA20 - Losses,2019-11-01,Other mid,-150.0,USD,Other mid,
298,Lag USA20 - Losses,2019-11-01,Other EK free,-34.45,USD,Other EK free,
299,Lag USA20 - Losses,2019-11-01,Other MN free,-34.45,USD,Other MN free,
300,Lag USA20 - Losses,2019-11-01,Supermarket,-472.56999999999994,USD,Supermarket,
301,Lag USA20 - Losses,2019-11-01,Restaurant,-298.96000000000004,USD,Restaurant,
302,Lag USA20 - Losses,2019-11-01,Concur,31.760000000000005,USD,Concur,
303,Lag USA20 - Losses,2019-11-01,EK studies,-1314.0,USD,EK Concordia,
304,Lag USA20 - Losses,2019-11-01,Booze,-156.42,USD,Booze,
305,Lag USA20 - Losses,2019-11-01,Medicine,-34.44,USD,Medicine,
306,Lag USA20 - Losses,2019-11-01,PFC,-38.14,USD,PFC,
307,Lag USA20 - Losses,2019-11-01,Netflix,-23.759999999999998,USD,Netflix,
308,Lag USA20 - Losses,2019-11-01,Hulu,-49.03,USD,Hulu,
309,Lag USA20 - Losses,2019-11-01,Metro,-136.49,USD,Metro fee,
310,Lag USA20 - Losses,2019-11-01,EK Loan termination,-100.0,USD,EK Loan termination,
311,Lag USA20 - Losses,2019-11-01,Electricity,-28.12,USD,Electricity,
312,Lag USA20 - Losses,2019-11-01,Rent,-1749.955,USD,Rent,
313,Lag USA20 - Losses,2019-11-01,Internet,-50.0,USD,Internet,
